Topic1,Topic2,Topic3,Topic4,Topic5
[ 0. -1.  0.  0.  0.],[0. 0. 0. 0. 0.],[ 0.  0. -1.  0.  0.],[0. 1. 0. 0. 0.],[ 0.  1.  0. -1.  0.]
